,work_id,text_name,n_question_marks,man_occurs,genre_occurs,mattr_10,mattr_50,ttr,mattr_500,length,mean_sentence_length,mean_token_length,n_sentences
58,greek_biographies,Plutarch - Pompey,0,False,False,0.9720086474292697,0.8567407477163576,0.27378212054305445,0.6091086203578988,21287,12.784984984984986,5.325221966458402,1665
59,greek_biographies,Plutarch - Alcibiades,0,False,False,0.9683184173339614,0.8516614657210402,0.3270896084337349,0.597340049382716,10624,13.09987669543773,5.359657379518072,811
60,greek_biographies,Plutarch - Sertorius,0,False,False,0.9654650834040147,0.8507648564117146,0.37427643653819004,0.6085170109356014,7083,12.901639344262295,5.413807708598052,549
61,greek_biographies,Plutarch - Lycurgus,0,False,False,0.9625050020008004,0.8399919646444356,0.33413293353323337,0.5941514832737218,10005,12.632575757575758,5.259570214892554,792
62,greek_biographies,Plutarch - Comparison of Demosthenes and Cicero,0,False,False,0.9694831013916502,0.8573913043478261,0.5320197044334976,0.5974379844961241,1015,16.916666666666668,5.382266009852216,60
63,greek_biographies,Soranus - Vita Hippocratis Secundum Soranum,0,False,False,0.9278884462151396,0.7869845722300142,0.5078740157480315,0.5480760456273764,762,11.90625,5.011811023622047,64
64,greek_biographies,Plutarch - Philopoemen,0,False,False,0.9725004186903367,0.856853818917552,0.3720735785953177,0.6056774311257069,5980,15.139240506329115,5.434615384615385,395
65,greek_biographies,Plutarch - Pyrrhus,0,False,False,0.969718309859155,0.8463618914674577,0.3117887238293806,0.5982553577915002,11511,12.890257558790594,5.264268960125098,893
66,greek_biographies,Plutarch - Comparison of Lycurgus and Numa,0,False,False,0.9613813813813815,0.835446153846154,0.4767025089605735,0.6031659574468086,1674,15.08108108108108,5.204898446833931,111
67,greek_biographies,Plutarch - Comparison of Demetrius and Antony,0,False,False,0.9751920965971461,0.8538920780711826,0.5413043478260869,0.6082422802850356,920,12.777777777777779,5.376086956521739,72
68,greek_biographies,Plutarch - Romulus,0,False,False,0.9779697624190066,0.8569554890013427,0.3397040690505549,0.604185638470703,9732,11.926470588235293,5.244862309905466,816
69,greek_biographies,Porphyry - Life of Pythagoras - Vita Pythagorae,0,False,False,0.8966814456536344,0.7400837498311496,0.33641975308641975,0.5330015820509133,7452,8.705607476635514,4.424852388620504,856
